id:ID,name,厂商,级别,能源类型,环保标准,上市时间,最大功率(kW),发动机,变速箱,车身结构,最高车速(km/h),工信部综合油耗(L/100km),整车质保
505,基本参数,上汽大通,微面,纯电动,,2019.01,70.0,,,货车,90,,-
506,基本参数,,,,,,,,,,,,
507,基本参数,上汽大通,皮卡,柴油,国V,2016.12,110.0,2.8T 150马力 L4,6挡自动,皮卡,-,-,-
508,基本参数,上汽大通,皮卡,汽油,国VI,2020.09,157.0,2.0T 214马力 L4,6挡手动,皮卡,-,-,三年或6万公里
509,基本参数,上汽大通,中大型SUV,汽油,国V,2017.08,165.0,2.0T 224马力 L4,6挡手自一体,SUV,175,9.8,待查
510,基本参数,上汽大通,中大型MPV,柴油,国VI,2020.05,120.0,2.0T 163马力 L4,6挡手动,MPV,190,7.6,三年或6万公里
511,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡AMT,货车,-,-,-
512,基本参数,上汽大通,皮卡,柴油,国V,2016.12,110.0,2.8T 150马力 L4,6挡自动,皮卡,-,-,-
513,基本参数,,,,,,,,,,,,
514,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡AMT,客车,-,-,-
515,基本参数,上汽大通,紧凑型MPV,纯电动,,2020.05,130.0,,,MPV,170,,三年或8万公里
516,基本参数,,,,,,,,,,,,
517,基本参数,上汽大通,皮卡,柴油,国VI,2020.05,120.0,2.0T 163马力 L4,6挡自动,皮卡,-,-,三年或6万公里
518,基本参数,上汽大通,皮卡,汽油,国VI,2020.03,157.0,2.0T 214马力 L4,8挡自动,皮卡,-,-,三年或6万公里
519,基本参数,上汽大通,皮卡,柴油,国V,2019.09,110.0,2.8T 150马力 L4,6挡自动,皮卡,-,-,-
520,基本参数,上汽大通,皮卡,柴油,国V,2016.12,110.0,2.8T 150马力 L4,6挡自动,皮卡,-,-,-
521,基本参数,上汽大通,皮卡,汽油,国VI,2020.12,115.0,2.4L 156马力 L4,5挡手动,皮卡,-,-,三年或6万公里
522,基本参数,上汽大通,皮卡,汽油,国V,2017.11,105.0,2.4L 143马力 L4,5挡手动,皮卡,-,-,-
523,基本参数,上汽大通,皮卡,柴油,国V,2019.09,110.0,2.8T 150马力 L4,6挡手动,皮卡,-,-,-
524,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡手动,货车,-,-,-
525,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡AMT,客车,-,-,-
526,基本参数,,,,,,,,,,,,
527,基本参数,上汽大通,皮卡,柴油,国VI,2019.06,120.0,2.0T 163马力 L4,6挡自动,皮卡,-,-,-
528,基本参数,上汽大通,皮卡,柴油,国V,2016.12,110.0,2.8T 150马力 L4,6挡自动,皮卡,-,-,-
529,基本参数,上汽大通,中型SUV,汽油,国VI,2019.07,124.0,1.5T 169马力 L4,7挡双离合,SUV,-,7.2,三年或6万公里
530,基本参数,,,,,,,,,,,,
531,基本参数,上汽大通,中大型SUV,汽油,国VI,2020.05,160.0,2.0T 218马力 L4,8挡手自一体,SUV,185,9.8,三年或10万公里
532,基本参数,上汽大通,皮卡,汽油,国VI,2020.05,157.0,2.0T 214马力 L4,6挡手动,皮卡,-,-,三年或6万公里
533,基本参数,上汽大通,轻客,纯电动,,2019.1,110.0,,,客车,100,,-
534,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡手动,客车,-,-,-
535,基本参数,上汽大通,皮卡,汽油,国V,2017.11,165.0,2.0T 224马力 L4,6挡自动,皮卡,-,-,-
536,基本参数,,,,,,,,,,,,
537,基本参数,上汽大通,轻客,汽油,国IV,2013.08,96.0,2.3L 130马力 L4,5挡手动,客车,150,-,两年或五万公里
538,基本参数,上汽大通,皮卡,柴油,国VI,2020.05,120.0,2.0T 163马力 L4,6挡自动,皮卡,-,-,三年或6万公里
539,基本参数,上汽大通,紧凑型MPV,纯电动,,2020.11,85.0,,,MPV,-,,三年或8万公里
540,基本参数,上汽大通,轻客,柴油,国V,2019.09,100.0,2.5T 136马力 L4,6挡手动,客车,-,-,-
541,基本参数,,,,,,,,,,,,
542,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡AMT,客车,-,-,-
543,基本参数,,,,,,,,,,,,
544,基本参数,,,,,,,,,,,,
545,基本参数,上汽大通,皮卡,柴油,国V,2016.12,110.0,2.8T 150马力 L4,5挡手动,皮卡,-,-,-
546,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡手动,客车,-,-,-
547,基本参数,,,,,,,,,,,,
548,基本参数,上汽大通,皮卡,柴油,国VI,2019.06,120.0,2.0T 163马力 L4,6挡自动,皮卡,-,-,-
549,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡AMT,货车,-,-,-
550,基本参数,上汽大通,轻客,柴油,国VI,2019.07,109.0,2.0T 148马力 L4,6挡手动,客车,150,-,-
551,基本参数,,,,,,,,,,,,
552,基本参数,上汽大通,皮卡,柴油,国V,2016.12,110.0,2.8T 150马力 L4,6挡手动,皮卡,-,-,-
553,基本参数,上汽大通,皮卡,柴油,国V,2016.12,110.0,2.8T 150马力 L4,6挡手动,皮卡,-,-,-
554,基本参数,上汽大通,轻客,汽油,国IV,2013.08,96.0,2.3L 130马力 L4,5挡手动,客车,155,-,两年或五万公里
555,基本参数,上汽大通,中大型MPV,柴油,国VI,2020.11,120.0,2.0T 163马力 L4,8挡手自一体,MPV,190,-,三年或6万公里
556,基本参数,上汽大通,微面,纯电动,,2019.01,70.0,,,货车,90,,-
557,基本参数,上汽大通,轻客,柴油,国V,2020.01,100.0,2.5T 136马力 L4,6挡手动,客车,-,-,-
558,基本参数,上汽大通,轻客,纯电动,,2020.08,150.0,,,货车,100,,-
559,基本参数,上汽大通,皮卡,柴油,国VI,2019.06,120.0,2.0T 163马力 L4,6挡手动,皮卡,-,-,-
560,基本参数,上汽大通,中大型SUV,柴油,国VI,2020.04,120.0,2.0T 163马力 L4,8挡手自一体,SUV,175,7.2,三年或10万公里
561,基本参数,,,,,,,,,,,,
562,基本参数,上汽大通,皮卡,柴油,国V,2016.12,110.0,2.8T 150马力 L4,6挡自动,皮卡,-,-,-
563,基本参数,上汽大通,皮卡,柴油,国VI,2019.06,120.0,2.0T 163马力 L4,6挡自动,皮卡,-,-,-
564,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡AMT,客车,-,-,-
565,基本参数,上汽大通,轻客,柴油,国V,2019.09,100.0,2.5T 136马力 L4,6挡手动,客车,-,-,-
566,基本参数,上汽大通,中型SUV,纯电动,,2020.05,130.0,,,SUV,170,,三年或8万公里
567,基本参数,上汽大通,轻客,柴油,国VI,2019.07,109.0,2.0T 148马力 L4,6挡自动,客车,150,-,-
568,基本参数,上汽大通,轻客,柴油,国VI,2019.07,109.0,2.0T 148马力 L4,6挡手动,客车,150,-,-
569,基本参数,上汽大通,中型SUV,汽油,国VI,2019.08,124.0,1.5T 169马力 L4,7挡双离合,SUV,-,7.2,三年或6万公里
570,基本参数,上汽大通,轻客,柴油,国V,2020.08,100.0,2.5T 136马力 L4,6挡AMT,货车,160,-,-
571,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡手动,货车,-,-,-
572,基本参数,上汽大通,中型SUV,汽油,国VI,2019.08,124.0,1.5T 169马力 L4,7挡双离合,SUV,-,7.2,三年或6万公里
573,基本参数,上汽大通,轻客,柴油,国VI,2019.07,109.0,2.0T 148马力 L4,6挡自动,货车,150,-,-
574,基本参数,上汽大通,皮卡,汽油,国V,2017.11,165.0,2.0T 224马力 L4,6挡自动,皮卡,-,-,-
575,基本参数,上汽大通,中大型SUV,汽油,国V,2019.06,165.0,2.0T 224马力 L4,6挡手动,SUV,175,9.5,待查
576,基本参数,上汽大通,轻客,柴油,国V,2019.09,100.0,2.5T 136马力 L4,6挡手动,客车,-,-,-
577,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡手动,客车,-,-,-
578,基本参数,上汽大通,轻客,柴油,国V,2019.09,100.0,2.5T 136马力 L4,6挡AMT,客车,-,-,-
579,基本参数,上汽大通,轻客,柴油,国V,2019.09,100.0,2.5T 136马力 L4,6挡手动,客车,-,-,-
580,基本参数,上汽大通,紧凑型MPV,汽油,国VI,2020.07,124.0,1.5T 169马力 L4,7挡双离合,MPV,-,7.2,三年或6万公里
581,基本参数,上汽大通,紧凑型MPV,汽油,国VI,2020.07,124.0,1.5T 169马力 L4,7挡双离合,MPV,-,7.2,三年或6万公里
582,基本参数,上汽大通,轻客,柴油,国VI,2019.07,109.0,2.0T 148马力 L4,6挡手动,客车,150,-,-
583,基本参数,上汽大通,皮卡,汽油,国V,2017.11,165.0,2.0T 224马力 L4,6挡手动,皮卡,-,-,-
584,基本参数,上汽大通,中型SUV,插电式混合动力,国VI,2020.05,120.0,1.3T 163马力 L3,AMT（组合10挡）,SUV,180,1.5,三年或8万公里
585,基本参数,上汽大通,轻客,柴油,国V,2019.09,100.0,2.5T 136马力 L4,6挡AMT,货车,-,-,-
586,基本参数,上汽大通,皮卡,汽油,国VI,2019.09,160.0,2.0T 218马力 L4,6挡自动,皮卡,-,-,-
587,基本参数,上汽大通,微面,纯电动,,2019.08,70.0,,,货车,90,,-
588,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡手动,客车,-,-,-
589,基本参数,上汽大通,皮卡,柴油,国VI,2020.03,120.0,2.0T 163马力 L4,6挡自动,皮卡,-,-,三年或6万公里
590,基本参数,上汽大通,皮卡,柴油,国VI,2020.03,120.0,2.0T 163马力 L4,6挡手动,皮卡,-,-,-
591,基本参数,上汽大通,皮卡,汽油,国VI,2020.03,157.0,2.0T 214马力 L4,8挡自动,皮卡,-,-,三年或6万公里
592,基本参数,上汽大通,皮卡,柴油,国VI,2020.03,120.0,2.0T 163马力 L4,6挡手动,皮卡,-,-,-
593,基本参数,上汽大通,微面,纯电动,,2019.01,70.0,,,货车,90,,-
594,基本参数,上汽大通,轻客,柴油,国V,2019.09,100.0,2.5T 136马力 L4,6挡手动,客车,-,-,-
595,基本参数,上汽大通,轻客,柴油,国VI,2019.07,109.0,2.0T 148马力 L4,6挡AMT,客车,150,-,-
596,基本参数,上汽大通,轻客,柴油,国V,2019.09,100.0,2.5T 136马力 L4,6挡手动,客车,-,-,-
597,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡AMT,货车,-,-,-
598,基本参数,,,,,,,,,,,,
599,基本参数,,,,,,,,,,,,
600,基本参数,上汽大通,中大型SUV,汽油,国V,2017.08,165.0,2.0T 224马力 L4,6挡手自一体,SUV,175,9.8,待查
601,基本参数,上汽大通,皮卡,汽油,国VI,2020.03,157.0,2.0T 214马力 L4,8挡自动,皮卡,-,-,三年或6万公里
602,基本参数,上汽大通,中大型SUV,汽油,国VI,2019.06,160.0,2.0T 218马力 L4,6挡手自一体,SUV,185,9.2,待查
603,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡手动,客车,-,-,-
604,基本参数,上汽大通,皮卡,汽油,国V,2017.11,165.0,2.0T 224马力 L4,6挡自动,皮卡,-,-,-
605,基本参数,上汽大通,中大型SUV,汽油,国VI,2020.04,160.0,2.0T 218马力 L4,8挡手自一体,SUV,185,9.8,三年或10万公里
606,基本参数,上汽大通,轻客,柴油,国VI,2019.07,109.0,2.0T 148马力 L4,6挡手动,货车,150,-,-
607,基本参数,,,,,,,,,,,,
608,基本参数,上汽大通,皮卡,柴油,国V,2016.12,110.0,2.8T 150马力 L4,6挡手动,皮卡,-,-,-
609,基本参数,上汽大通,皮卡,汽油,国V,2017.11,165.0,2.0T 224马力 L4,6挡手动,皮卡,-,-,-
610,基本参数,上汽大通,轻客,柴油,国VI,2020.08,109.0,2.0T 148马力 L4,6挡自动,客车,-,-,-
611,基本参数,上汽大通,中大型SUV,汽油,国V,2017.1,165.0,2.0T 224马力 L4,6挡手自一体,SUV,185,8.9,待查
612,基本参数,上汽大通,皮卡,柴油,国VI,2019.06,120.0,2.0T 163马力 L4,6挡手动,皮卡,-,-,-
613,基本参数,上汽大通,轻客,柴油,国V,2019.09,100.0,2.5T 136马力 L4,6挡AMT,货车,-,-,-
614,基本参数,上汽大通,皮卡,柴油,国VI,2020.03,120.0,2.0T 163马力 L4,6挡手动,皮卡,-,-,三年或6万公里
615,基本参数,上汽大通,皮卡,汽油,国V,2017.11,165.0,2.0T 224马力 L4,6挡自动,皮卡,-,-,-
616,基本参数,上汽大通,轻客,柴油,国V,2019.09,100.0,2.5T 136马力 L4,6挡手动,客车,-,-,-
617,基本参数,上汽大通,轻客,柴油,国V,2019.09,100.0,2.5T 136马力 L4,6挡手动,客车,-,-,-
618,基本参数,上汽大通,微面,纯电动,,2019.01,70.0,,,货车,90,,-
619,基本参数,,,,,,,,,,,,
620,基本参数,上汽大通,中型SUV,汽油,国VI,2020.04,124.0,1.5T 169马力 L4,7挡双离合,SUV,-,7.2,三年或6万公里
621,基本参数,上汽大通,中大型SUV,汽油,国V,2019.06,165.0,2.0T 224马力 L4,6挡手自一体,SUV,175,9.8,待查
622,基本参数,上汽大通,紧凑型MPV,纯电动,,2020.11,85.0,,,MPV,-,,三年或8万公里
623,基本参数,上汽大通,皮卡,柴油,国VI,2020.05,120.0,2.0T 163马力 L4,6挡手动,皮卡,-,-,三年或6万公里
624,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡AMT,客车,-,-,-
625,基本参数,上汽大通,紧凑型MPV,纯电动,,2020.05,130.0,,,MPV,170,,三年或8万公里
626,基本参数,上汽大通,轻客,柴油,国V,2019.09,100.0,2.5T 136马力 L4,6挡AMT,客车,-,-,-
627,基本参数,上汽大通,皮卡,柴油,国V,2016.12,110.0,2.8T 150马力 L4,5挡手动,皮卡,-,-,-
628,基本参数,,,,,,,,,,,,
629,基本参数,上汽大通,皮卡,汽油,国V,2017.11,165.0,2.0T 224马力 L4,6挡自动,皮卡,-,-,-
630,基本参数,上汽大通,中大型SUV,汽油,国V,2017.08,165.0,2.0T 224马力 L4,6挡手自一体,SUV,185,9.2,待查
631,基本参数,,,,,,,,,,,,
632,基本参数,上汽大通,中大型MPV,纯电动,,2018.09,75.0,,,MPV,150,,三年或6万公里
633,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡AMT,客车,-,-,-
634,基本参数,,,,,,,,,,,,
635,基本参数,上汽大通,轻客,柴油,国VI,2019.07,109.0,2.0T 148马力 L4,6挡手动,客车,150,-,-
636,基本参数,上汽大通,轻客,汽油,国IV,2013.08,114.0,1.8T 155马力 L4,5挡手动,客车,150,-,两年或五万公里
637,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡手动,客车,-,-,-
638,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡手动,客车,-,-,-
639,基本参数,上汽大通,微面,纯电动,,2019.01,70.0,,,货车,90,,-
640,基本参数,上汽大通,中大型MPV,汽油,国VI,2020.05,165.0,2.0T 224马力 L4,6挡手动,MPV,190,9.4,三年或6万公里
641,基本参数,,,,,,,,,,,,
642,基本参数,上汽大通,皮卡,汽油,国VI,2020.12,115.0,2.4L 156马力 L4,5挡手动,皮卡,-,-,三年或6万公里
643,基本参数,上汽大通,皮卡,汽油,国V,2017.11,105.0,2.4L 143马力 L4,5挡手动,皮卡,-,-,-
644,基本参数,上汽大通,皮卡,汽油,国VI,2020.03,157.0,2.0T 214马力 L4,8挡自动,皮卡,-,-,三年或6万公里
645,基本参数,上汽大通,轻客,柴油,国VI,2020.08,109.0,2.0T 148马力 L4,6挡自动,客车,-,-,-
646,基本参数,,,,,,,,,,,,
647,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡AMT,客车,-,-,-
648,基本参数,上汽大通,中型SUV,纯电动,,2020.05,130.0,,,SUV,170,,三年或8万公里
649,基本参数,上汽大通,皮卡,柴油,国VI,2019.06,120.0,2.0T 163马力 L4,6挡自动,皮卡,-,-,-
650,基本参数,,,,,,,,,,,,
651,基本参数,上汽大通,皮卡,柴油,国VI,2020.03,120.0,2.0T 163马力 L4,6挡手动,皮卡,-,-,-
652,基本参数,上汽大通,轻客,柴油,国VI,2019.07,109.0,2.0T 148马力 L4,6挡手动,货车,150,-,-
653,基本参数,上汽大通,皮卡,柴油,国VI,2020.09,120.0,2.0T 163马力 L4,6挡手动,皮卡,-,-,三年或6万公里
654,基本参数,上汽大通,轻客,柴油,国VI,2020.08,109.0,2.0T 148马力 L4,6挡AMT,客车,150,-,-
655,基本参数,,,,,,,,,,,,
656,基本参数,上汽大通,紧凑型MPV,纯电动,,2020.09,130.0,,,MPV,170,,三年或8万公里
657,基本参数,,,,,,,,,,,,
658,基本参数,上汽大通,皮卡,柴油,国V,2019.09,110.0,2.8T 150马力 L4,6挡自动,皮卡,-,-,-
659,基本参数,上汽大通,轻客,柴油,国VI,2020.08,109.0,2.0T 148马力 L4,6挡手动,客车,150,-,-
660,基本参数,上汽大通,皮卡,柴油,国V,2016.12,110.0,2.8T 150马力 L4,6挡手动,皮卡,-,-,-
661,基本参数,上汽大通,轻客,柴油,国VI,2019.07,109.0,2.0T 148马力 L4,6挡手动,客车,150,-,-
662,基本参数,上汽大通,中大型MPV,柴油,国VI,2020.05,120.0,2.0T 163马力 L4,8挡手自一体,MPV,190,7.8,三年或6万公里
663,基本参数,上汽大通,皮卡,汽油,国VI,2020.03,157.0,2.0T 214马力 L4,8挡自动,皮卡,-,-,三年或6万公里
664,基本参数,,,,,,,,,,,,
665,基本参数,上汽大通,中型SUV,汽油,国VI,2019.08,124.0,1.5T 169马力 L4,7挡双离合,SUV,-,7.2,三年或6万公里
666,基本参数,上汽大通,轻客,汽油,国IV,2013.08,96.0,2.3L 130马力 L4,5挡手动,客车,150,-,两年或五万公里
667,基本参数,上汽大通,中大型SUV,汽油,国VI,2019.06,160.0,2.0T 218马力 L4,6挡手自一体,SUV,185,9.2,待查
668,基本参数,上汽大通,中大型SUV,汽油,国VI,2020.05,160.0,2.0T 218马力 L4,8挡手自一体,SUV,185,9.2,三年或10万公里
669,基本参数,上汽大通,皮卡,柴油,国V,2016.12,110.0,2.8T 150马力 L4,6挡手动,皮卡,-,-,-
670,基本参数,上汽大通,轻客,纯电动,,2019.1,100.0,,,客车,100,,-
671,基本参数,上汽大通,皮卡,柴油,国V,2016.12,110.0,2.8T 150马力 L4,6挡手动,皮卡,-,-,-
672,基本参数,上汽大通,微面,纯电动,,2019.01,70.0,,,货车,90,,-
673,基本参数,上汽大通,轻客,柴油,国VI,2019.07,109.0,2.0T 148马力 L4,6挡自动,客车,150,-,-
674,基本参数,上汽大通,中大型MPV,柴油,国VI,2020.11,120.0,2.0T 163马力 L4,8挡手自一体,MPV,190,-,三年或6万公里
675,基本参数,上汽大通,皮卡,柴油,国VI,2020.05,120.0,2.0T 163马力 L4,6挡手动,皮卡,-,-,三年或6万公里
676,基本参数,上汽大通,轻客,纯电动,,2019.1,100.0,,,客车,100,,-
